EarthquakeID,StationID,Total_R
4,34,-2.259177186
4,35,-0.62583833
4,36,-1.624601995
4,37,-0.511964801
4,38,-1.122820711
4,39,-1.540949894
4,40,0.301078457
4,41,-0.2477138
4,42,-0.756493822
4,43,0.212559169
4,44,-0.550969835
4,45,-1.299832229
4,46,-0.494705021
4,47,-1.035790652
4,48,-0.960768096
4,49,-0.267515361
4,50,0.017250249
4,51,-0.933252135
4,52,-1.006689207
4,53,-0.472187414
4,54,-1.503544933
4,55,-1.589217276
4,56,-1.779976993
4,57,-0.909362343
4,58,-0.643185927
4,59,-0.921873667
4,60,-0.600066548
4,61,-1.555209825
4,62,-0.7447949
4,63,-0.74469243
4,64,-1.309502866
4,65,-1.373696448
4,66,-1.690684816
4,67,-0.667714933
4,68,-1.514041654
4,69,-0.310203966
4,70,-0.732654163
4,71,-0.082328805
4,72,-1.068324441
4,73,-0.55620102
4,74,-1.554123363
4,75,-0.826846291
4,76,-0.866641267
4,77,-0.735595522
4,78,-0.268751099
4,79,-0.462819723
4,80,-1.376714912
4,81,-1.742120445
4,82,-0.357363012
4,83,-1.129617217
4,84,-1.740802569
4,85,0.651286623
4,86,-0.703632581
4,87,-0.837375664
4,88,-0.689744212
4,89,-1.720362419
4,90,-0.152460052
4,91,-1.132262775
4,92,-0.937325753
4,93,-1.35408856
4,94,-0.403063434
4,95,-0.761709648
4,96,-2.010880759
4,97,-0.676663845
4,98,-0.117417227
4,99,-1.015791353
4,100,-0.916665191
5,1,-0.061033395
5,2,0.494060411
5,3,1.180115962
5,4,0.480275937
5,5,0.165481953
5,6,0.442947145
5,7,0.398472144
5,8,1.373239534
5,9,0.698984904
5,10,0.674230626
5,11,1.09298724
5,12,0.211930093
5,13,1.002847347
5,14,1.251722763
5,15,0.518273636
5,16,-0.389429791
5,17,0.522789269
5,18,1.9303456
5,19,0.807092929
5,20,0.629755038
5,21,0.171810296
5,22,0.691703783
5,23,0.338500843
5,24,0.187886608
5,25,0.529921986
5,26,0.284305815
5,27,-0.071059513
5,28,-0.352067902
5,29,0.610283686
5,30,1.378368839
5,31,0.112032137
5,32,-0.078323813
5,33,-0.156141628
5,34,-0.651554544
5,35,0.773442229
5,36,-0.256287438
5,37,1.000547452
5,38,0.46912617
5,39,-0.009085954
5,40,1.867932421
5,41,0.927455114
5,42,0.718800636
5,43,1.779999053
5,44,1.252910212
5,45,0.409411822
5,46,0.805918568
5,47,0.398407275
5,48,0.528517791
5,49,1.268978163
5,50,1.459485696
5,51,0.675157739
5,52,0.441380172
5,53,1.029665106
5,54,-0.193229459
5,55,0.110525281
5,56,-0.202875012
5,57,0.509277305
5,58,0.782493578
5,59,0.683346386
5,60,0.890699323
5,61,0.092366735
5,62,0.503398302
5,63,0.996481628
5,64,0.201496451
5,65,0.326617389
5,66,-0.31685648
5,67,0.911869623
5,68,-0.049759629
5,69,1.166654533
5,70,0.774364026
5,71,1.450731709
5,72,0.330222724
5,73,0.917965444
5,74,0.119343734
5,75,0.8405589
5,76,0.428626788
5,77,0.831769185
5,78,1.059607788
5,79,0.946613079
5,80,-0.11699733
5,81,-0.125210823
5,82,0.791012298
5,83,0.257421411
5,84,0.061753713
5,85,2.255547381
5,86,0.79798635
5,87,0.642912199
5,88,0.464059808
5,89,-0.048540706
5,90,1.509455696
5,91,0.525044092
5,92,0.517020103
5,93,0.095653094
5,94,0.988895428
5,95,0.612914746
5,96,-0.473093685
5,97,0.689783276
5,98,1.386010257
5,99,0.497282166
5,100,0.433813535
6,1,-1.176010523
6,2,-0.653878116
6,3,0.167720513
6,4,-0.391283015
6,5,-0.724919288
6,6,-0.140802656
6,7,-0.431103398
6,8,0.504968141
6,9,-0.199013265
6,10,-0.255701396
6,11,0.125918346
6,12,-0.607036333
6,13,-0.048510646
6,14,0.207753923
6,15,-0.471383983
6,16,-1.29765867
6,17,-0.347308371
6,18,1.030863511
6,19,-0.133149232
6,20,-0.296633181
6,21,-0.68913685
6,22,-0.344140231
6,23,-0.493860178
6,24,-0.65606415
6,25,-0.307737884
6,26,-0.524761069
6,27,-0.931280092
6,28,-1.060551115
6,29,-0.158479393
6,30,0.793419957
6,31,-0.474948186
6,32,-0.916302104
6,33,-0.954258555
6,34,-1.465048134
6,35,-0.122798713
6,36,-1.226845535
6,37,-0.215937399
6,38,-0.441342467
6,39,-0.912487328
6,40,0.929697419
6,41,-0.088563148
6,42,0.004269425
6,43,0.720404944
6,44,0.083256419
6,45,-0.526072378
6,46,0.188824917
6,47,-0.410292768
6,48,-0.320651971
6,49,0.349520413
6,50,0.53953022
6,51,-0.372965966
6,52,-0.471259467
6,53,0.347277304
6,54,-0.720359047
6,55,-0.840238145
6,56,-0.974829454
6,57,-0.438762876
6,58,-0.128847295
6,59,-0.352266112
6,60,0.046087775
6,61,-0.899300299
6,62,-0.155084068
6,63,-0.125229972
6,64,-0.556868339
6,65,-0.744439005
6,66,-0.911540254
6,67,0.04636806
6,68,-0.5503193
6,69,0.256224126
6,70,-0.169686257
6,71,0.771964138
6,72,-0.456541388
6,73,0.31142933
6,74,-0.820403892
6,75,-0.094911151
6,76,-0.31042888
6,77,-0.178409896
6,78,0.136888361
6,79,-0.044951203
6,80,-0.959778462
6,81,-0.982703612
6,82,0.075867993
6,83,-0.743516329
6,84,-0.869755695
6,85,1.29086471
6,86,-0.232776522
6,87,-0.048551793
6,88,-0.150039494
6,89,-1.164392693
6,90,0.490533429
6,91,-0.413812045
6,92,-0.293832902
6,93,-0.744015142
6,94,0.069195549
6,95,-0.028973879
6,96,-1.3941676
6,97,-0.245213125
6,98,0.473996445
6,99,-0.523982185
6,100,-0.323956224
7,1,-0.787601397
7,2,-0.019317069
7,3,0.699378569
7,4,0.149698528
7,5,-0.25188587
7,6,0.31982812
7,7,0.175952735
7,8,0.778337401
7,9,0.421337688
7,10,0.104906947
7,11,0.434471301
7,12,-0.282956202
7,13,0.591955038
7,14,0.78065949
7,15,0.089220677
7,16,-0.885936957
7,17,0.030602315
7,18,1.580275048
7,19,0.370097585
7,20,0.193399933
7,21,-0.159820738
7,22,0.02363806
7,23,-0.158757305
7,24,-0.269414859
7,25,0.079208064
7,26,0.062346871
7,27,-0.511878201
7,28,-0.632320896
7,29,0.282016006
7,30,1.062390775
7,31,0.087636834
7,32,-0.497777324
7,33,-0.367469439
7,34,-1.037385028
7,35,0.259394359
7,36,-0.776196384
7,37,0.561292867
7,38,0.08552894
7,39,-0.486714029
7,40,1.451635911
7,41,0.576464747
7,42,0.225904766
7,43,1.235062838
7,44,0.672517466
7,45,0.030270015
7,46,0.653916808
7,47,0.013323265
7,48,0.170689919
7,49,0.830544062
7,50,1.208656964
7,51,0.109563502
7,52,0.073380066
7,53,0.716665589
7,54,-0.410755804
7,55,-0.231162164
7,56,-0.540576068
7,57,0.178137424
7,58,0.371386629
7,59,0.237687636
7,60,0.560371425
7,61,-0.380592318
7,62,0.191752512
7,63,0.369630987
7,64,-0.249741508
7,65,-0.113112283
7,66,-0.736630251
7,67,0.464492681
7,68,-0.337388597
7,69,0.804742007
7,70,0.564525525
7,71,1.220757927
7,72,-0.061825241
7,73,0.779405066
7,74,-0.447191392
7,75,0.325081152
7,76,0.158081572
7,77,0.555339778
7,78,0.713265412
7,79,0.538626387
7,80,-0.387733221
7,81,-0.487511577
7,82,0.417643757
7,83,-0.165835409
7,84,-0.393601089
7,85,1.726909842
7,86,0.41750818
7,87,0.174235308
7,88,0.466188377
7,89,-0.482157036
7,90,0.896143457
7,91,0.146053782
7,92,0.240527848
7,93,-0.259880888
7,94,0.773765153
7,95,0.065591969
7,96,-1.094813142
7,97,0.529083145
7,98,1.045556561
7,99,0.015668279
7,100,0.214984201
8,1,-0.892808304
8,2,-0.406198127
8,3,0.342306246
8,4,0.016619246
8,5,-0.511724629
8,6,-0.24910892
8,7,-0.234978765
8,8,0.517640257
8,9,0.152492182
8,10,-0.089258645
8,11,0.216229934
8,12,-0.484374478
8,13,0.236553724
8,14,0.452377429
8,15,-0.385128047
8,16,-0.949606455
8,17,-0.189852818
8,18,1.394281934
8,19,0.148403724
8,20,0.21196784
8,21,-0.312910003
8,22,0.03317093
8,23,-0.243206315
8,24,-0.532241983
8,25,-0.211155751
8,26,-0.398627221
8,27,-0.872120668
8,28,-0.897391694
8,29,-0.060301643
8,30,0.649708702
8,31,-0.480194045
8,32,-0.843023517
8,33,-0.749811955
8,34,-1.205138558
8,35,0.153027486
8,36,-0.894885506
8,37,0.046987537
8,38,-0.316144545
8,39,-0.711981171
8,40,1.080393529
8,41,0.455902312
8,42,0.119513847
8,43,1.071861354
8,44,0.392863347
8,45,-0.269333134
8,46,0.350308455
8,47,-0.203283959
8,48,-0.355027977
8,49,0.422988122
8,50,0.778463685
8,51,0.141014171
8,52,-0.095889918
8,53,0.411396746
8,54,-0.751454342
8,55,-0.465023432
8,56,-0.89650833
8,57,-0.144750511
8,58,0.036949425
8,59,-0.166978827
8,60,0.28643137
8,61,-0.850109173
8,62,0.029244883
8,63,0.010016412
8,64,-0.453481744
8,65,-0.532455556
8,66,-1.141889518
8,67,0.215237837
8,68,-0.587654582
8,69,0.405038309
8,70,0.181309871
8,71,0.896743917
8,72,-0.385548025
8,73,0.406761787
8,74,-0.76140118
8,75,0.07178558
8,76,-0.118593089
8,77,0.040859411
8,78,0.433174603
8,79,0.31687745
8,80,-0.966417375
8,81,-0.716744377
8,82,0.152167847
8,83,-0.529286741
8,84,-0.741734007
8,85,1.56864014
8,86,0.178209109
8,87,-0.04982275
8,88,0.313581925
8,89,-0.798693151
8,90,0.750769936
8,91,-0.266487961
8,92,-0.193519506
8,93,-0.563389738
8,94,0.172569763
8,95,0.162864494
8,96,-1.148662213
8,97,-0.015680989
8,98,0.639347768
8,99,-0.354843511
8,100,-0.143994418
9,1,-0.972637939
9,2,-0.38909392
9,3,0.482443591
9,4,0.147997031
9,5,-0.487100485
9,6,0.05893468
9,7,-0.188198542
9,8,0.553983933
9,9,-0.055852194
9,10,0.101465331
9,11,0.253016569
9,12,-0.542459722
9,13,0.319524676
9,14,0.280504824
9,15,-0.168841456
9,16,-0.852957771
9,17,-0.120369463
9,18,1.228826534
9,19,0.039108721
9,20,-0.077363053
9,21,-0.503145349
9,22,0.044091179
9,23,-0.247420436
9,24,-0.531555783
9,25,-0.249837327
9,26,-0.411938701
9,27,-0.713499953
9,28,-0.900538448
9,29,-0.035627507
9,30,0.690619718
9,31,-0.129167715
9,32,-0.891802525
9,33,-0.944552513
9,34,-1.343596343
9,35,0.125173981
9,36,-0.756240257
9,37,0.142785148
9,38,-0.185331001
9,39,-0.653828017
9,40,1.292142102
9,41,0.37767446
9,42,0.082211467
9,43,1.340211385
9,44,0.450265991
9,45,-0.419626733
9,46,0.406635147
9,47,-0.080453795
9,48,-0.289843326
9,49,0.716762823
9,50,0.746744029
9,51,-0.13957373
9,52,-0.091352495
9,53,0.298641583
9,54,-0.771087557
9,55,-0.44638221
9,56,-1.04494222
9,57,-0.044642043
9,58,-0.084338739
9,59,0.031123202
9,60,0.103429594
9,61,-0.730594828
9,62,0.118935292
9,63,0.002084181
9,64,-0.537005739
9,65,-0.502088295
9,66,-0.882807222
9,67,0.379806451
9,68,-0.506878752
9,69,0.487658614
9,70,0.190315657
9,71,0.896185552
9,72,-0.186676387
9,73,0.339357846
9,74,-0.85682778
9,75,0.121897075
9,76,-0.034364055
9,77,0.264329899
9,78,0.346718963
9,79,0.330001171
9,80,-0.803681065
9,81,-0.645572645
9,82,0.137364916
9,83,-0.441077516
9,84,-0.643620109
9,85,1.384411326
9,86,0.234402586
9,87,0.100171728
9,88,0.249667714
9,89,-0.793017846
9,90,0.636547145
9,91,-0.213419798
9,92,-0.063805231
9,93,-0.441552177
9,94,0.381570858
9,95,-0.113318379
9,96,-1.186842754
9,97,0.11886392
9,98,0.651274612
9,99,-0.437531043
9,100,-0.277764082
10,1,-0.64005707
10,2,-0.144203929
10,3,0.718874611
10,4,0.233151906
10,5,-0.376971681
10,6,0.340052811
10,7,0.089808542
10,8,0.775495159
10,9,0.52024413
10,10,0.162962355
10,11,0.587813205
10,12,-0.318595557
10,13,0.729468802
10,14,0.579789953
10,15,0.216335891
10,16,-0.652054405
10,17,0.169558343
10,18,1.627441456
10,19,0.427019067
10,20,0.197816659
10,21,-0.129795863
10,22,0.230696406
10,23,0.053567103
10,24,-0.193164798
10,25,0.014503401
10,26,0.109628131
10,27,-0.403058488
10,28,-0.688124213
10,29,0.325402851
10,30,1.146847429
10,31,0.159664107
10,32,-0.67846828
10,33,-0.634584368
10,34,-1.154588014
10,35,0.302234442
10,36,-0.553893548
10,37,0.609435851
10,38,-0.092675685
10,39,-0.345836221
10,40,1.34648172
10,41,0.718798077
10,42,0.435420681
10,43,1.335393272
10,44,0.55405042
10,45,-0.100139997
10,46,0.643642091
10,47,0.043864008
10,48,-0.068199948
10,49,1.011978849
10,50,1.031141808
10,51,0.33032436
10,52,0.012626794
10,53,0.707405951
10,54,-0.411216741
10,55,-0.462848236
10,56,-0.708487946
10,57,0.291486092
10,58,0.369484594
10,59,0.458694757
10,60,0.578105321
10,61,-0.281972473
10,62,0.333161425
10,63,0.444841936
10,64,-0.135844133
10,65,-0.296184377
10,66,-0.589303264
10,67,0.48389282
10,68,-0.257234041
10,69,0.912485451
10,70,0.431431978
10,71,1.248277003
10,72,-0.054281788
10,73,0.661178283
10,74,-0.511552095
10,75,0.396166144
10,76,0.107551949
10,77,0.496796867
10,78,0.606004404
10,79,0.556318155
10,80,-0.401435202
10,81,-0.436084821
10,82,0.640403159
10,83,-0.147946039
10,84,-0.490579525
10,85,1.882269252
10,86,0.317943794
10,87,0.331903811
10,88,0.302995184
10,89,-0.560704073
10,90,0.916572133
10,91,0.123217178
10,92,0.310245843
10,93,-0.225875747
10,94,0.788584388
10,95,0.251435959
10,96,-0.923310519
10,97,0.487093745
10,98,0.763557785
10,99,-0.073732872
10,100,0.246961913
